Age,Area_Rural,Area_Suburban,Area_Urban,Bandwidth_GB_Year,Children,Churn_Yes,Contacts,Contract_Month_To_Month,Contract_One_Year,Contract_Two_Year,CourteousExchange,Deviceprotection_Yes,Email,EvidenceOfActiveListening,Gender_Female,Gender_Male,Gender_Nonbinary,Income,Internetservice_Dsl,Internetservice_Fiber_Optic,Internetservice_None,Marital_Divorced,Marital_Married,Marital_Never_Married,Marital_Separated,Marital_Widowed,MonthlyCharge,Multiple_Yes,Onlinebackup_Yes,Onlinesecurity_Yes,Options,Outage_Sec_Perweek,Paperlessbilling_Yes,Paymentmethod_Bank_Transfer(Automatic),Paymentmethod_Credit_Card_(Automatic),Paymentmethod_Electronic_Check,Paymentmethod_Mailed_Check,Phone_Yes,Population,Port_Modem_Yes,Reliability,RespectfulResponse,Streamingmovies_Yes,Streamingtv_Yes,Tablet_Yes,Techie_Yes,Techsupport_Yes,Tenure,TimelyFixes,TimelyReplacements,TimelyResponse,Yearly_Equip_Failure
72,0,1,0,5929.34648,3,0,1,0,0,1,4,0,12,3,0,1,0,32596.51,1,0,0,0,1,0,0,0,124.9607,1,0,0,4,4.332488,1,1,0,0,0,1,15201,1,3,3,0,0,1,0,0,65.24225,4,4,3,0
43,0,1,0,4429.501145,0,0,0,1,0,0,2,0,11,4,1,0,0,12824.19,0,1,0,0,0,0,1,0,194.9581,1,1,1,3,10.21764,0,0,1,0,0,0,43801,0,3,2,0,1,1,1,0,48.50031,3,3,3,0
74,1,0,0,4873.126502,3,0,2,1,0,0,3,0,10,3,0,1,0,18785.9,0,1,0,0,0,1,0,0,220.1185,0,0,0,3,10.74516,1,0,0,1,0,1,64,0,3,3,1,1,1,0,1,53.15277,4,4,6,1
78,0,1,0,5407.054485,1,0,1,1,0,0,4,0,15,3,1,0,0,25684.14,1,0,0,0,0,0,1,0,117.4392,0,0,0,3,8.563528,0,0,0,0,1,1,181,1,4,4,0,1,0,0,0,59.35209,2,2,2,0
24,1,0,0,5156.063895,2,0,0,1,0,0,5,0,10,5,1,0,0,64277.43,1,0,0,0,0,0,0,1,94.97283,0,0,1,4,8.619676,1,0,0,0,1,1,60699,0,4,6,0,0,0,0,0,55.22442,5,5,5,0
75,0,1,0,5706.02232,5,0,2,0,1,0,5,1,13,4,1,0,0,85614.86,1,0,0,0,0,0,0,1,104.9781,0,0,0,2,8.434635,1,1,0,0,0,1,10109,0,4,3,0,0,1,0,0,62.72855,3,3,3,1
35,0,0,1,4726.723807,2,0,2,1,0,0,3,0,14,4,0,0,1,17300.45,0,0,1,0,0,0,0,1,79.97886,0,0,0,2,6.275178,0,0,0,0,1,1,650,1,5,4,0,0,0,0,0,56.43572,2,2,3,0
80,1,0,0,6375.589567,8,1,1,1,0,0,3,1,11,3,0,1,0,25324.77,1,0,0,0,1,0,0,0,237.6549,0,1,1,2,9.380632,0,0,0,1,0,1,335,1,3,4,1,1,0,0,1,61.70044,3,4,2,0
74,0,1,0,6426.704792,0,0,1,1,0,0,3,0,9,4,0,1,0,70618.67,1,0,0,0,1,0,0,0,152.4555,0,1,1,3,12.09357,0,1,0,0,0,1,63894,0,3,3,1,0,0,0,0,69.38376,4,5,4,0
33,0,1,0,4149.794964,0,0,0,1,0,0,3,0,13,3,0,1,0,22295.17,0,1,0,0,0,0,1,0,169.9378,0,1,0,3,12.83245,0,1,0,0,0,1,46904,1,2,3,1,0,1,0,0,45.91919,4,4,4,0
67,0,1,0,5999.083618,0,0,1,1,0,0,4,0,17,6,0,1,0,32672.77,0,0,1,0,0,1,0,0,114.9658,0,0,0,4,6.307844,1,0,0,1,0,1,2723,1,4,4,1,0,0,0,0,70.99616,4,2,3,0
39,0,1,0,3747.78242,1,0,2,1,0,0,4,1,9,2,0,1,0,119599.4,0,1,0,0,1,0,0,0,184.9785,0,1,1,3,4.876124,0,0,0,0,1,1,2649,1,4,3,1,0,0,1,0,38.92029,3,3,2,0
32,0,0,1,5777.144351,0,0,2,0,0,1,4,0,14,3,0,1,0,52543.98,0,1,0,0,0,1,0,0,207.4673,1,1,1,3,5.086843,1,0,0,1,0,1,5192,1,2,3,0,1,1,0,1,63.88028,3,5,4,0
43,0,0,1,6692.362545,0,0,0,0,1,0,4,1,9,3,0,1,0,34471.13,1,0,0,0,0,0,0,1,235.1372,0,1,0,3,10.01693,1,1,0,0,0,1,2011,1,2,5,1,1,0,0,1,68.00942,6,5,5,0
25,1,0,0,6023.971515,5,0,1,1,0,0,4,0,19,4,1,0,0,39654.43,0,0,1,0,1,0,0,0,200.1465,0,1,1,5,14.48531,1,0,0,1,0,1,4522,1,1,2,1,1,1,0,0,63.04815,4,5,5,1
89,0,1,0,5540.302436,0,0,0,1,0,0,3,0,11,5,1,0,0,24220.94,0,0,1,1,0,0,0,0,172.4848,1,1,1,6,11.50669,0,1,0,0,0,1,4941,0,2,2,1,0,0,0,0,64.33856,4,3,3,0
65,1,0,0,5773.964084,0,0,0,1,0,0,3,0,14,4,0,1,0,52905.61,1,0,0,0,0,1,0,0,149.9447,1,0,0,3,5.818841,0,0,0,0,1,1,6823,0,4,3,0,1,1,0,0,62.23314,2,3,3,1
76,0,1,0,5205.709911,4,0,1,1,0,0,3,0,8,2,1,0,0,47254.65,0,0,1,0,0,0,1,0,169.9671,1,1,0,4,8.342814,1,0,0,1,0,1,695,1,3,3,1,0,0,1,0,59.14986,4,3,2,0
58,0,0,1,6111.281156,1,0,0,0,1,0,3,0,10,3,0,1,0,24040.95,0,1,0,0,0,0,1,0,147.4783,1,0,1,4,12.12826,1,0,0,1,0,1,18015,0,4,4,0,0,0,0,0,71.7825,3,2,3,0
72,0,1,0,3798.956979,1,0,3,0,1,0,2,1,12,2,1,0,0,72654.19,0,1,0,1,0,0,0,0,159.965,0,0,0,4,11.40682,0,1,0,0,0,1,32259,1,3,4,1,0,0,0,0,43.93445,3,4,4,0
28,0,0,1,6296.620487,7,0,3,0,0,1,4,0,17,3,1,0,0,58391.65,0,0,1,0,0,1,0,0,159.9642,1,1,0,3,10.14164,0,1,0,0,0,1,472,1,3,3,0,1,0,0,0,68.97498,4,3,4,0
52,0,0,1,4235.170641,3,0,0,0,0,1,3,0,10,4,1,0,0,10892.54,1,0,0,0,1,0,0,0,127.4421,0,0,0,5,9.29496,1,1,0,0,0,1,861,0,3,3,1,0,0,1,0,43.69919,2,1,2,1
89,0,1,0,4431.684055,0,0,1,1,0,0,5,1,13,3,0,1,0,22554.89,0,0,1,0,1,0,0,0,162.5005,1,0,0,2,2.269867,0,1,0,0,0,1,872,1,5,5,0,1,0,0,1,50.76631,4,2,2,0
57,0,1,0,3668.332806,4,0,0,1,0,0,2,1,14,3,1,0,0,57497.76,0,1,0,0,0,0,1,0,220.1323,0,0,0,4,9.154572,1,0,0,1,0,1,3050,1,2,1,1,1,0,0,0,36.98095,2,3,2,0
38,1,0,0,5015.195312,2,0,0,1,0,0,1,1,12,2,0,1,0,57108.11,0,0,1,0,0,0,1,0,162.4937,0,1,0,4,11.07482,0,0,0,1,0,1,279,1,3,2,1,0,0,0,1,54.8376,3,4,2,1
30,0,0,1,5732.340761,1,0,2,0,0,1,3,0,14,3,0,1,0,2468.7,0,0,1,0,0,1,0,0,149.989,1,0,1,4,9.485819,1,0,0,0,1,1,8774,0,3,4,1,0,0,0,0,64.08859,4,3,4,0
22,0,1,0,4043.335333,1,0,0,1,0,0,5,0,17,5,0,1,0,17563.31,0,0,1,1,0,0,0,0,124.9935,1,0,0,3,11.36276,0,0,0,0,1,1,913,1,5,3,0,0,0,0,1,45.96907,3,3,2,0
27,0,1,0,4856.923385,6,0,0,0,1,0,4,1,14,4,0,1,0,74305.5,0,1,0,1,0,0,0,0,222.65,0,0,1,2,6.975482,1,0,0,0,1,0,1104,1,3,4,1,1,1,1,0,48.04306,5,5,5,0
36,0,1,0,5510.855205,1,0,2,0,0,1,4,0,9,5,0,1,0,31962.04,0,1,0,0,0,1,0,0,220.1185,0,0,0,5,11.60075,1,1,0,0,0,1,17334,0,3,4,1,1,0,0,1,60.16674,5,4,4,1
85,1,0,0,5738.897418,1,0,1,1,0,0,3,1,12,2,1,0,0,146600.8,1,0,0,0,0,0,0,1,137.4836,1,0,0,5,15.991,1,0,1,0,0,1,11237,1,3,4,0,0,0,0,0,64.15463,4,5,4,1
84,1,0,0,4059.807666,6,0,1,0,1,0,3,0,11,2,0,1,0,9275.55,1,0,0,1,0,0,0,0,137.4698,1,0,0,3,9.32007,1,0,0,0,1,1,581,0,5,2,0,0,0,0,1,41.72598,2,2,2,2
31,0,0,1,5123.028136,0,0,3,1,0,0,1,0,13,4,0,1,0,19683.44,0,1,0,0,0,0,1,0,242.6326,1,0,1,5,10.31058,1,0,0,0,1,1,2775,1,2,3,1,1,0,0,0,53.86603,3,4,3,0
82,0,1,0,5514.499448,2,0,0,1,0,0,4,0,16,3,0,1,0,18679.11,0,1,0,0,0,1,0,0,162.4689,0,0,1,3,6.584119,1,0,0,1,0,1,5185,0,3,3,1,0,1,0,1,63.96033,3,3,4,0
87,1,0,0,5567.462774,3,0,2,1,0,0,2,1,17,5,0,1,0,5043.14,1,0,0,0,0,1,0,0,154.9919,0,0,1,3,9.256176,1,0,0,0,1,1,1010,1,3,3,1,0,1,0,1,58.34548,4,3,4,0
75,0,1,0,5277.177679,3,0,0,1,0,0,2,1,8,3,0,1,0,17740.18,0,1,0,0,0,1,0,0,192.4705,1,0,0,4,18.1762,1,0,0,1,0,0,27044,0,4,1,1,0,1,0,0,59.46147,1,3,2,0
70,1,0,0,6602.811435,0,0,1,1,0,0,2,1,8,3,0,1,0,46656.47,1,0,0,0,0,0,0,1,164.9853,1,0,1,5,14.89582,1,0,1,0,0,1,32013,1,4,2,0,1,0,0,0,70.59181,3,3,3,0
19,1,0,0,4798.898882,2,0,0,0,1,0,4,0,12,4,0,1,0,13240.53,0,0,1,0,0,0,0,1,79.97886,0,0,0,1,6.921566,1,0,1,0,0,1,188,1,5,5,0,0,0,0,0,55.62538,2,4,3,0
77,1,0,0,4972.337033,1,0,0,0,0,1,3,0,13,5,1,0,0,42679.8,0,1,0,0,0,1,0,0,242.6326,1,0,1,5,6.950896,1,0,0,1,0,1,220,0,4,3,1,1,0,0,0,54.06613,4,4,3,0
80,1,0,0,5725.421883,3,0,0,0,1,0,4,0,12,4,1,0,0,14009.63,1,0,0,1,0,0,0,0,182.4433,1,1,0,3,10.37611,0,0,1,0,0,1,3814,0,3,5,1,0,1,0,0,60.98195,4,5,4,0
70,0,1,0,4644.934479,1,0,1,1,0,0,4,0,14,3,1,0,0,52171.43,0,1,0,0,0,0,0,1,220.1185,0,0,0,2,11.06332,0,0,0,0,1,1,3353,0,5,4,1,1,1,0,1,51.53345,3,4,4,0
33,1,0,0,5666.607489,0,0,1,0,1,0,2,1,10,4,0,1,0,32076.79,0,1,0,0,1,0,0,0,172.4742,0,0,0,6,8.016783,0,0,0,0,1,1,35317,0,2,3,1,0,0,0,1,64.48611,4,4,3,0
54,0,1,0,6238.373858,2,0,0,1,0,0,4,1,14,5,0,1,0,27479.16,1,0,0,0,0,1,0,0,132.4798,0,0,1,3,8.238358,1,1,0,0,0,1,464,1,5,6,0,1,0,0,0,65.63056,4,4,5,1
23,0,1,0,5129.540139,3,0,2,0,0,1,3,1,10,2,1,0,0,37542.28,1,0,0,0,0,0,1,0,172.4705,1,0,0,3,10.67482,0,0,1,0,0,1,2240,1,4,5,1,0,0,0,0,51.53674,2,3,2,0
58,0,1,0,4409.527019,4,1,0,1,0,0,3,0,15,4,0,1,0,5026.38,0,0,1,0,1,0,0,0,129.9926,0,0,1,1,12.23929,0,0,0,0,1,1,41,1,4,3,1,0,0,0,1,48.76309,3,2,3,1
41,0,0,1,6849.08497,2,0,0,0,1,0,4,0,10,4,1,0,0,23024.38,1,0,0,0,1,0,0,0,220.1149,1,0,0,3,11.86028,1,0,0,1,0,1,4204,0,2,3,1,1,1,0,0,71.02583,5,4,6,0
55,0,1,0,4185.014737,1,0,2,0,0,1,4,1,10,3,1,0,0,93186.26,0,0,1,1,0,0,0,0,117.4858,0,0,0,3,8.332958,1,0,0,0,1,1,15326,1,4,3,0,1,0,1,0,47.52483,3,3,3,1
59,1,0,0,6273.278412,4,0,1,1,0,0,3,0,17,3,1,0,0,61395.66,1,0,0,0,0,0,1,0,117.4392,0,0,0,5,11.51296,0,0,1,0,0,1,3216,1,3,3,0,1,1,1,0,68.03642,3,4,4,0
80,0,0,1,5836.607029,4,0,1,0,0,1,4,0,9,4,1,0,0,53563.03,0,1,0,0,0,0,1,0,262.6106,1,1,0,3,12.29361,0,0,0,1,0,1,6172,0,4,4,1,1,0,0,0,63.37764,4,5,4,0
84,1,0,0,5986.22023,0,0,1,1,0,0,5,1,13,4,1,0,0,27123.66,0,0,1,1,0,0,0,0,165.0113,0,1,1,3,12.32696,1,0,0,0,1,1,1706,1,4,5,1,0,1,1,1,69.36684,3,4,3,0
60,0,1,0,5902.115401,1,0,0,0,0,1,3,1,12,4,0,1,0,17595.42,0,0,1,0,0,0,0,1,187.656,0,0,0,4,8.974128,0,0,0,1,0,1,657,1,5,4,1,1,0,0,0,64.91577,3,3,4,0
24,1,0,0,5350.10612,7,0,1,0,0,1,4,0,7,3,1,0,0,6695.49,0,1,0,0,0,0,1,0,157.4698,1,0,0,3,10.96135,1,0,0,1,0,1,10586,0,4,2,0,0,0,0,1,60.74742,4,5,4,0
61,0,1,0,5598.578895,4,0,2,0,0,1,3,0,13,4,1,0,0,34411.1,0,1,0,1,0,0,0,0,137.4686,0,1,1,3,12.81844,1,0,0,0,1,1,136,1,5,4,0,0,1,0,0,65.25348,4,4,4,1
68,1,0,0,5961.810975,2,0,1,0,0,1,4,1,5,3,0,1,0,25568.0,1,0,0,0,0,0,0,1,197.484,1,1,1,4,11.3868,0,1,0,0,0,1,105,0,3,4,1,0,1,0,0,60.80126,5,5,4,0
49,0,0,1,5697.928731,2,0,2,1,0,0,4,0,14,6,0,1,0,73309.86,1,0,0,0,0,0,0,1,235.1417,1,0,1,5,10.56199,1,0,1,0,0,1,27476,0,4,5,1,1,0,0,1,55.75197,4,4,4,0
71,0,0,1,5396.238934,1,0,1,0,0,1,4,1,8,4,0,1,0,25190.07,0,1,0,0,0,0,0,1,182.4608,0,1,0,3,16.01645,1,1,0,0,0,1,591,0,3,4,1,0,1,0,0,61.23692,3,3,4,2
32,0,0,1,4390.887942,5,0,3,0,1,0,4,1,12,2,0,1,0,22117.1,0,0,1,0,0,0,0,1,190.1737,0,0,1,5,6.468919,1,0,0,0,1,1,25752,0,1,2,1,1,1,1,0,42.93116,2,3,3,0
58,0,1,0,5912.297497,0,0,1,0,0,1,4,1,9,5,1,0,0,24526.83,0,1,0,0,0,0,1,0,242.6281,0,1,0,2,8.112139,1,0,1,0,0,1,1349,1,5,3,1,1,1,0,0,64.76289,4,4,4,0
35,1,0,0,5602.325929,1,0,0,1,0,0,6,0,10,5,1,0,0,52337.71,0,1,0,1,0,0,0,0,182.4653,1,0,1,3,14.25864,0,0,0,0,1,1,9298,0,6,4,1,0,0,0,0,63.70616,4,3,5,0
31,0,1,0,5598.395048,0,0,0,0,1,0,5,0,11,2,1,0,0,80309.69,0,0,1,0,0,0,1,0,112.4844,1,0,0,3,12.1242,1,0,0,1,0,1,24494,1,3,4,0,0,0,0,0,66.74044,4,3,3,1
43,0,1,0,4732.920025,1,1,1,1,0,0,5,1,9,4,1,0,0,89970.37,1,0,0,0,0,1,0,0,235.1555,1,0,1,2,11.44246,1,0,0,1,0,1,44300,1,4,5,1,1,1,0,0,43.69814,5,3,5,1
19,1,0,0,5045.584915,1,0,1,1,0,0,3,1,19,3,0,1,0,36574.47,0,1,0,0,0,1,0,0,192.4885,1,1,0,3,9.897425,1,0,1,0,0,1,2098,1,3,4,0,0,0,1,1,55.89461,4,4,3,0
53,1,0,0,5827.639737,0,0,1,0,0,1,4,0,16,4,0,1,0,31894.71,1,0,0,0,0,0,0,1,184.9496,1,1,0,5,8.29404,0,0,0,1,0,1,7281,1,3,5,0,1,0,0,1,61.2082,4,4,4,1
41,0,1,0,5714.326706,2,0,0,0,0,1,4,0,10,3,1,0,0,27472.28,0,0,1,0,0,0,1,0,124.9935,1,0,0,3,6.391658,1,1,0,0,0,1,22929,0,4,3,0,0,1,0,1,67.75127,2,3,3,0
50,1,0,0,5739.420369,0,0,2,0,0,1,3,1,12,3,1,0,0,39651.69,0,1,0,1,0,0,0,0,159.965,0,0,0,4,11.87438,0,1,0,0,0,1,52,0,4,3,1,0,0,0,0,67.11199,5,2,4,0
77,1,0,0,5121.506186,1,0,1,1,0,0,2,0,15,3,0,1,0,4489.66,1,0,0,0,0,0,1,0,147.4564,1,1,0,4,11.84221,0,0,0,1,0,1,6079,1,1,3,0,0,0,0,0,55.18746,2,5,2,0
56,0,1,0,6916.339606,7,0,2,0,0,1,3,1,15,5,1,0,0,42789.24,1,0,0,1,0,0,0,0,164.9785,0,1,1,3,8.91884,0,0,0,1,0,1,785,0,3,5,1,0,0,0,0,71.97435,4,3,4,1
55,0,1,0,4168.120303,2,0,0,0,1,0,1,1,15,4,1,0,0,23279.78,0,1,0,0,1,0,0,0,287.6427,1,1,0,3,10.37357,0,0,0,0,1,1,312,0,4,4,1,1,0,0,1,41.67396,2,2,2,1
27,0,1,0,6438.459484,0,0,1,0,1,0,2,0,11,5,0,1,0,29353.41,1,0,0,0,0,1,0,0,139.9349,0,1,0,5,7.662668,1,0,0,0,1,1,179,0,3,4,0,1,0,0,0,68.55339,4,4,3,0
68,1,0,0,5397.392962,1,0,0,0,0,1,3,1,11,3,0,1,0,35741.44,0,0,1,0,0,0,1,0,149.9845,0,1,0,3,7.626861,1,0,0,0,1,1,12954,1,5,3,1,0,0,1,0,61.13096,3,2,3,0
61,1,0,0,6205.418228,1,0,1,1,0,0,3,0,12,4,1,0,0,32502.96,1,0,0,0,0,1,0,0,117.4392,0,0,0,2,10.03188,1,1,0,0,0,1,880,1,4,5,0,1,1,0,0,68.41538,5,5,5,2
37,1,0,0,6347.9348,4,0,0,0,0,1,2,1,9,3,0,1,0,26887.33,0,1,0,0,0,0,1,0,287.6427,1,1,0,5,11.00147,0,0,0,1,0,1,7780,1,3,3,1,1,0,0,1,66.23131,5,4,3,0
23,0,0,1,5487.953653,1,0,2,1,0,0,2,1,13,3,1,0,0,53640.47,0,1,0,0,0,0,0,1,217.484,1,1,1,3,10.44139,1,0,0,1,0,1,29,1,3,4,1,0,0,0,0,59.64391,4,3,4,0
33,0,1,0,6579.180799,8,0,2,0,1,0,2,1,9,3,0,1,0,94258.71,0,0,1,0,0,0,1,0,255.1665,1,1,0,4,13.33174,1,0,0,0,1,1,984,0,3,2,1,1,0,0,1,67.39064,3,3,3,0
88,1,0,0,5884.793295,3,0,2,1,0,0,3,1,11,2,0,1,0,30836.33,0,1,0,0,1,0,0,0,137.4872,0,0,0,4,7.908562,0,0,0,1,0,1,913,0,5,2,0,0,0,0,1,70.17136,2,2,2,1
74,0,0,1,5837.201318,0,1,2,1,0,0,4,1,15,5,0,1,0,164529.0,0,1,0,0,0,0,0,1,245.1457,0,1,1,4,13.85993,0,0,0,1,0,1,963,1,3,5,1,1,0,0,0,62.99453,4,3,4,0
25,0,1,0,5322.61702,1,0,1,0,1,0,4,0,12,2,1,0,0,43088.83,0,1,0,0,0,0,1,0,242.6326,1,0,1,4,10.699,0,0,1,0,0,1,395,0,2,3,1,1,0,0,0,56.26037,3,4,4,1
68,0,1,0,4320.023398,2,0,0,0,0,1,3,1,12,4,1,0,0,14038.55,1,0,0,0,0,0,1,0,104.9781,0,0,0,6,15.92998,0,0,1,0,0,1,1106,1,2,6,0,0,0,1,0,46.66033,6,5,5,0
83,1,0,0,6083.905265,4,0,0,1,0,0,3,1,11,2,1,0,0,13285.84,0,1,0,0,1,0,0,0,184.9785,0,1,1,4,10.42544,1,0,1,0,0,1,174,1,4,5,1,0,0,0,0,69.06894,2,2,3,0
62,1,0,0,6125.329205,1,0,2,1,0,0,1,0,11,4,1,0,0,6759.91,0,1,0,0,0,0,1,0,240.1149,1,0,0,4,15.28653,0,0,0,1,0,0,12531,1,4,3,1,1,0,0,0,68.45528,4,4,3,1
20,0,1,0,6617.854017,3,0,1,0,0,1,3,1,12,4,0,1,0,40074.01,1,0,0,0,1,0,0,0,235.1372,0,1,0,3,16.68122,1,0,0,1,0,1,3300,1,3,4,1,1,0,0,1,65.05265,6,4,4,0
23,1,0,0,6048.807482,0,0,2,1,0,0,4,0,10,5,1,0,0,6820.51,1,0,0,0,0,0,0,1,149.9447,1,0,0,3,10.93998,1,1,0,0,0,1,4776,1,4,4,0,1,0,0,0,64.48112,3,4,4,1
76,1,0,0,5938.504348,2,0,0,0,1,0,2,0,11,4,1,0,0,114044.9,0,0,1,0,0,0,1,0,119.9897,0,0,1,2,12.40842,1,0,1,0,0,1,4206,0,5,2,0,1,1,0,1,69.45823,3,3,2,0
55,0,0,1,6127.777658,2,0,0,1,0,0,5,1,9,5,1,0,0,22716.52,0,0,1,1,0,0,0,0,139.9979,0,0,0,4,12.66535,0,0,0,0,1,1,2357,1,2,2,1,0,1,0,1,71.24754,4,3,4,1
58,0,0,1,6310.736148,1,1,0,0,0,1,2,1,6,5,0,1,0,52797.42,1,0,0,0,0,0,1,0,267.6427,1,1,0,4,17.67735,1,0,0,1,0,1,22294,0,5,5,1,1,1,0,1,62.69829,5,3,4,0
84,0,0,1,3296.618156,0,0,0,1,0,0,3,1,12,4,1,0,0,17260.93,0,0,1,0,0,0,0,1,147.5031,1,1,0,5,10.47784,1,1,0,0,0,1,44759,1,3,4,0,0,0,0,0,38.58318,4,4,5,1
77,0,0,1,5861.982807,2,0,2,0,1,0,5,0,17,4,0,1,0,62292.07,1,0,0,0,1,0,0,0,152.4441,0,1,0,4,3.406276,1,0,1,0,0,1,924,1,5,5,0,1,1,0,1,62.71436,6,5,5,0
56,0,1,0,6171.479592,0,0,0,1,0,0,5,0,15,3,0,1,0,6435.12,0,0,1,0,0,0,1,0,169.9671,1,1,0,2,8.799224,1,0,0,0,1,1,706,0,5,5,1,0,0,0,0,70.63479,3,2,3,1
22,1,0,0,5434.193829,6,0,1,0,0,1,4,0,16,5,0,1,0,100257.6,0,1,0,0,0,1,0,0,147.4421,0,0,0,2,13.51521,0,0,0,0,1,1,1397,1,3,3,1,0,1,0,0,60.04717,5,4,3,0
63,0,1,0,4932.430411,0,0,0,0,1,0,4,0,14,5,0,1,0,23355.34,1,0,0,0,0,0,0,1,127.4783,1,0,1,3,14.05088,1,0,0,1,0,1,1416,0,2,3,0,0,0,0,0,52.9247,4,4,4,0
36,1,0,0,6519.120707,6,0,0,0,1,0,3,1,15,4,0,1,0,52413.54,0,0,1,0,0,0,1,0,185.0077,1,1,1,3,7.344589,1,0,0,1,0,1,1427,0,4,4,1,0,0,1,0,69.86605,3,3,4,0
61,1,0,0,5026.753166,1,0,1,0,1,0,4,1,12,3,0,1,0,27720.47,0,0,1,0,0,1,0,0,220.1615,1,0,0,4,11.63665,1,1,0,0,0,1,35573,0,2,5,1,1,0,1,0,53.39442,4,4,4,0
76,1,0,0,5351.472842,0,0,1,1,0,0,4,1,16,4,0,1,0,43216.69,0,1,0,0,0,1,0,0,195.0062,1,1,1,4,2.61208,0,0,1,0,0,1,45688,1,4,3,0,0,0,0,1,61.36647,2,3,4,0
85,1,0,0,6491.869404,5,0,0,1,0,0,4,1,12,3,0,1,0,24029.52,0,1,0,0,0,1,0,0,219.9902,1,1,1,3,4.48479,1,0,0,0,1,1,28,0,4,5,0,1,0,0,1,71.80608,5,5,4,0
33,0,1,0,4727.495412,7,0,0,0,0,1,4,1,16,2,1,0,0,60815.04,0,0,1,0,1,0,0,0,162.5299,1,1,1,3,7.707569,1,0,0,0,1,0,74,0,4,4,0,0,0,0,1,50.40492,4,4,3,0
49,0,1,0,5849.950819,1,0,3,1,0,0,5,1,14,3,1,0,0,8692.66,0,0,1,0,0,0,0,1,117.4858,0,0,0,5,10.75517,1,0,1,0,0,1,17808,1,3,4,0,1,0,0,0,67.60425,4,3,4,0
61,1,0,0,5394.817414,0,0,0,1,0,0,3,0,6,3,0,1,0,29727.21,0,0,1,0,0,0,1,0,162.4818,1,1,1,1,8.575295,1,1,0,0,0,1,29,0,4,3,0,1,1,0,0,60.42738,2,2,2,0
72,0,0,1,6840.191109,0,0,3,1,0,0,4,0,13,5,1,0,0,27058.36,1,0,0,0,0,1,0,0,222.6326,1,0,1,3,7.88648,0,0,1,0,0,1,10727,1,5,5,1,1,1,0,0,71.99132,4,3,4,0
53,0,1,0,5218.124457,4,0,2,1,0,0,4,0,13,4,0,1,0,49125.36,1,0,0,0,0,0,0,1,184.9496,1,1,0,3,16.4764,0,1,0,0,0,1,19283,1,4,3,0,1,1,0,1,52.26662,4,3,4,1
85,0,0,1,6206.567047,0,0,0,0,1,0,3,1,14,4,0,1,0,65640.28,1,0,0,0,0,0,1,0,222.6281,0,1,0,4,13.78754,0,0,1,0,0,1,1537,1,3,3,1,1,0,0,0,63.81393,3,3,2,0
77,0,0,1,4984.621447,4,0,0,1,0,0,5,0,11,4,0,1,0,33567.58,1,0,0,0,0,0,0,1,182.4433,1,1,0,2,7.83842,1,0,0,1,0,1,166,0,2,4,1,0,1,0,0,50.44094,4,4,4,0
53,0,1,0,3715.869075,0,0,0,0,0,1,3,1,16,4,1,0,0,20832.66,1,0,0,1,0,0,0,0,129.9621,0,0,0,4,5.828119,1,1,0,0,0,1,36414,0,5,2,0,1,0,0,0,37.04844,4,2,3,2
71,0,1,0,5398.88963,4,0,1,0,1,0,3,0,7,3,0,1,0,20631.55,0,1,0,0,0,0,0,1,172.4555,0,1,1,2,6.397555,1,0,0,1,0,0,4646,0,4,4,1,0,0,1,0,60.26349,1,3,3,0
88,1,0,0,5803.869496,1,0,2,1,0,0,5,1,6,5,1,0,0,55933.65,0,1,0,0,0,1,0,0,217.484,1,1,1,3,12.44411,1,0,0,0,1,1,1430,0,3,4,1,0,1,1,0,66.10035,5,5,5,0
42,0,1,0,4478.070702,0,0,0,1,0,0,3,0,13,3,1,0,0,32929.09,1,0,0,0,0,0,1,0,119.9568,0,0,1,4,11.08114,1,1,0,0,0,0,584,0,4,4,0,1,1,0,0,46.03183,3,2,3,1
44,0,1,0,4732.155898,5,0,2,0,0,1,3,0,13,4,1,0,0,16465.85,0,1,0,1,0,0,0,0,149.9483,0,0,0,3,6.665835,1,0,0,1,0,1,593,0,4,5,0,1,0,0,1,53.24575,3,3,5,0
25,1,0,0,5351.73548,0,0,0,1,0,0,5,1,17,2,0,1,0,22821.11,0,1,0,0,0,0,0,1,140.0049,0,0,1,2,15.25427,1,0,1,0,0,0,1134,0,5,4,0,0,1,0,1,61.35418,4,5,5,1
53,1,0,0,5648.297688,4,0,1,0,1,0,2,0,12,3,0,1,0,35950.39,1,0,0,0,0,0,0,1,127.4421,0,0,0,5,8.081922,0,0,0,1,0,1,738,0,2,4,1,0,1,0,0,59.60557,5,4,4,0
43,1,0,0,5299.289196,10,0,0,0,1,0,5,1,12,5,1,0,0,107341.5,0,1,0,0,0,1,0,0,152.4798,0,0,1,2,2.106053,0,0,0,1,0,1,2662,1,5,5,0,1,0,0,0,56.34451,5,5,6,0
51,0,0,1,5450.903985,3,0,0,0,1,0,4,0,6,4,1,0,0,10770.7,0,1,0,0,0,0,1,0,182.4653,1,0,1,3,9.606947,1,1,0,0,0,1,417,1,3,5,1,0,1,0,0,61.74695,4,4,4,3
28,0,0,1,6458.177025,3,0,0,1,0,0,4,1,13,6,0,1,0,25747.86,0,1,0,0,1,0,0,0,192.4705,1,0,0,4,11.9755,1,0,1,0,0,1,0,0,3,3,1,0,0,0,0,71.99418,3,3,3,0
