Age,Area_Rural,Area_Suburban,Area_Urban,Children,Churn_Yes,Contacts,Contract_Month_To_Month,Contract_One_Year,Contract_Two_Year,CourteousExchange,Deviceprotection_Yes,Email,EvidenceOfActiveListening,Gender_Female,Gender_Male,Gender_Nonbinary,Income,Internetservice_Dsl,Internetservice_Fiber_Optic,Internetservice_None,Marital_Divorced,Marital_Married,Marital_Never_Married,Marital_Separated,Marital_Widowed,MonthlyCharge,Multiple_Yes,Onlinebackup_Yes,Onlinesecurity_Yes,Options,Outage_Sec_Perweek,Paperlessbilling_Yes,Paymentmethod_Bank_Transfer(Automatic),Paymentmethod_Credit_Card_(Automatic),Paymentmethod_Electronic_Check,Paymentmethod_Mailed_Check,Phone_Yes,Population,Port_Modem_Yes,Reliability,RespectfulResponse,Streamingmovies_Yes,Streamingtv_Yes,Tablet_Yes,Techie_Yes,Techsupport_Yes,Tenure,TimelyFixes,TimelyReplacements,TimelyResponse,Yearly_Equip_Failure,Bandwidth_GB_Year
52,1,0,0,1,0,0,0,0,1,3,1,19,3,0,1,0,25404.37,1,0,0,0,0,0,0,1,117.4872,0,0,0,4,10.00607,1,0,1,0,0,1,13547,0,3,3,0,0,0,0,1,71.29664,2,4,2,2,6446.951971
60,0,1,0,3,0,2,1,0,0,5,1,11,4,0,1,0,73479.87,1,0,0,0,0,1,0,0,154.9755,0,1,1,3,12.79553,1,0,0,1,0,0,28577,0,3,5,0,1,0,0,0,67.55012,5,4,4,3,6500.761531
25,0,1,0,2,1,0,1,0,0,3,0,9,3,0,1,0,50560.17,0,1,0,1,0,0,0,0,137.439154,0,0,0,4,7.823058882,1,0,0,1,0,1,2604,0,2,3,0,1,1,0,0,8.650238791,5,5,4,0,1090.76661
46,1,0,0,0,0,0,0,0,1,3,0,14,4,0,1,0,94903.52,0,1,0,0,1,0,0,0,179.9476,1,0,0,4,6.659046,0,0,1,0,0,1,11647,1,3,3,1,0,0,0,0,58.15209,3,4,3,0,5087.470766
55,0,0,1,5,0,0,1,0,0,5,1,9,5,1,0,0,33588.84,0,1,0,0,0,0,0,1,182.460772,0,1,0,2,10.74788638,1,1,0,0,0,1,6923,0,4,5,1,0,0,1,0,32.0730133,3,4,3,1,3099.922244
66,1,0,0,2,0,1,1,0,0,4,1,12,5,1,0,0,97499.39,0,0,1,0,0,0,1,0,125.0073,1,0,0,3,10.90873,1,1,0,0,0,1,207,0,3,3,0,0,1,0,0,53.37805,2,2,2,0,4535.472251
69,0,1,0,1,1,0,1,0,0,5,1,10,5,0,1,0,38577.14,1,0,0,0,0,0,0,1,235.1555,1,0,1,3,9.556195,0,0,1,0,0,1,696,0,4,4,1,1,0,0,0,4.060006,4,3,4,1,1446.866289
51,1,0,0,7,0,1,1,0,0,3,0,10,3,1,0,0,31086.43,1,0,0,1,0,0,0,0,127.4601,0,1,0,4,12.39683,0,1,0,0,0,1,39600,1,4,4,0,0,0,0,1,65.61564,5,4,4,0,6096.007893
18,1,0,0,0,0,0,0,0,1,3,1,14,5,1,0,0,46431.14,1,0,0,1,0,0,0,0,194.9663,1,1,0,4,5.272185,0,1,0,0,0,1,34791,1,2,3,1,0,0,0,0,5.874949,4,4,4,0,1406.140722
37,0,0,1,0,0,1,1,0,0,3,0,7,4,1,0,0,47683.58,0,1,0,0,0,1,0,0,184.971516,1,0,1,4,5.729233184,1,1,0,0,0,1,116,1,2,3,0,1,0,0,1,5.134989649,3,3,3,2,806.2451255
82,0,1,0,1,1,1,1,0,0,5,1,12,2,0,1,0,36598.52,0,0,1,0,0,1,0,0,165.0182,1,0,1,2,10.76274,1,0,0,0,1,1,37375,1,4,2,0,1,0,0,1,5.150963,3,3,2,1,822.9997439
74,1,0,0,0,1,1,0,0,1,3,0,11,5,1,0,0,71373.4,0,1,0,0,0,0,1,0,252.624,1,0,0,4,12.51035,1,0,0,0,1,1,6197,0,3,4,1,1,1,0,1,2.589165,2,3,4,0,662.5967184
43,0,0,1,4,0,1,0,0,1,3,0,12,1,1,0,0,68457.74,0,1,0,1,0,0,0,0,277.6375,1,1,1,3,5.233119,1,0,0,0,1,1,10450,1,5,2,1,1,0,0,1,52.62668,3,4,3,1,5156.532721
23,1,0,0,3,0,2,1,0,0,2,1,12,3,0,1,0,55723.74,1,0,0,0,1,0,0,0,159.9794,1,1,0,4,9.415935,0,0,0,1,0,1,640,1,3,3,0,0,1,0,0,68.19713,2,3,3,0,6511.252601
66,0,1,0,0,0,0,0,0,1,5,0,14,5,0,1,0,35478.83,0,0,1,1,0,0,0,0,104.9629,0,0,0,3,9.216302,0,0,0,1,0,1,320,1,5,4,0,1,1,1,0,70.83727,5,5,6,0,5990.24437
69,1,0,0,5,1,0,0,0,1,4,0,15,5,0,1,0,91252.07,1,0,0,1,0,0,0,0,172.456745,1,0,0,2,13.33611658,1,0,0,1,0,1,1983,0,3,3,1,0,0,1,1,10.81815085,5,5,5,1,1705.362101
82,0,0,1,0,0,0,1,0,0,5,0,12,5,1,0,0,29556.6,0,1,0,0,0,1,0,0,169.9741,1,1,1,3,8.367848,0,1,0,0,0,1,5736,0,4,4,0,0,0,0,0,9.102322,4,4,3,0,877.6347728
58,0,0,1,2,0,2,0,1,0,4,0,17,3,1,0,0,39103.7,0,1,0,0,0,0,0,1,159.9512,0,0,0,3,3.597954,1,0,0,1,0,1,728,0,4,5,1,0,1,0,1,43.6544,3,3,3,0,3771.873422
35,0,0,1,3,1,0,1,0,0,3,1,9,4,0,1,0,7724.73,0,1,0,1,0,0,0,0,255.137219,0,1,0,3,6.258356398,1,0,0,1,0,1,61,1,3,3,1,1,0,0,1,9.190009376,3,2,4,1,1577.915603
36,1,0,0,0,0,0,1,0,0,4,0,18,4,0,1,0,28434.15,1,0,0,0,1,0,0,0,117.4392,0,0,0,5,9.30836,0,0,0,1,0,1,12808,1,3,4,0,1,0,0,0,49.60721,5,5,5,0,4762.552792
85,1,0,0,0,1,1,1,0,0,4,0,15,3,0,1,0,42504.3,0,0,1,1,0,0,0,0,222.6654,1,0,1,3,8.178814,0,0,0,0,1,1,184,1,4,3,1,1,0,0,1,13.262,3,3,2,0,1623.298167
29,1,0,0,0,1,4,0,0,1,2,1,8,3,0,1,0,32952.41,1,0,0,0,0,0,1,0,202.65,0,0,1,4,9.749545,0,0,1,0,0,1,4979,1,3,3,1,1,0,0,0,5.457127,3,3,4,0,1589.753327
35,1,0,0,4,0,0,0,1,0,4,1,14,3,1,0,0,22046.5,0,1,0,0,0,1,0,0,159.965,0,0,0,4,11.09633,0,1,0,0,0,1,8761,0,3,5,1,0,0,1,0,70.45979,5,4,4,0,6186.049801
72,0,1,0,1,0,0,0,0,1,5,1,10,4,1,0,0,36352.23,0,0,1,0,0,1,0,0,127.525,1,0,1,3,11.69866136,0,0,0,0,1,1,463,1,4,4,0,0,0,0,0,14.06970055,3,3,3,1,1339.377921
26,1,0,0,3,0,2,1,0,0,3,0,8,4,1,0,0,30421.01,0,1,0,0,0,1,0,0,159.9512,0,0,0,5,14.08044,1,1,0,0,0,1,843,1,4,3,1,0,0,1,1,23.04458,5,5,5,0,2218.850381
49,0,1,0,2,0,1,1,0,0,3,1,15,3,1,0,0,30964.02,0,1,0,1,0,0,0,0,242.6281,0,1,0,3,10.67431,1,1,0,0,0,1,26749,1,3,3,1,1,0,0,0,62.78883,3,2,2,0,5841.624759
47,0,0,1,1,1,1,1,0,0,5,0,9,5,0,1,0,36250.96,0,0,1,0,0,1,0,0,169.967067,1,1,0,4,7.732225598,1,0,0,1,0,1,1045,0,3,2,1,0,0,0,0,5.291754183,4,5,3,0,877.7050261
40,1,0,0,1,0,1,1,0,0,3,1,17,3,1,0,0,69433.42,0,1,0,1,0,0,0,0,160.0013,1,0,1,4,4.386127,0,0,0,1,0,1,624,1,3,2,0,0,0,1,0,11.3031,3,4,3,2,1217.604663
64,0,1,0,1,0,0,0,1,0,3,1,13,5,0,1,0,51338.06,1,0,0,0,0,0,1,0,255.1336,1,1,0,3,9.305287,0,1,0,0,0,1,214,1,4,2,1,1,0,0,0,67.73415,3,2,3,0,6699.368513
25,1,0,0,3,0,1,1,0,0,4,0,14,3,1,0,0,31545.14,1,0,0,0,1,0,0,0,92.45514,0,0,0,4,14.43295,1,0,0,1,0,1,25,0,3,4,0,0,0,0,0,62.59775,3,3,3,0,5712.520809
35,0,1,0,1,0,1,0,1,0,4,0,11,2,0,1,0,58175.44,0,1,0,0,0,0,0,1,174.9618,0,1,1,4,10.70375,0,0,0,0,1,1,1428,1,3,3,0,1,1,1,1,64.87699,2,3,3,1,5807.811165
54,0,1,0,0,0,0,1,0,0,3,0,14,3,1,0,0,40554.25,0,1,0,1,0,0,0,0,179.9656,1,1,0,2,7.930711,0,0,0,1,0,0,601,1,4,4,0,0,0,0,1,67.13803,3,3,3,0,5653.877056
68,0,1,0,1,1,2,1,0,0,4,0,9,2,1,0,0,57844.94,1,0,0,0,1,0,0,0,197.470195,1,1,1,3,13.72595127,1,0,0,1,0,1,321,0,3,5,1,0,1,0,1,6.958063425,5,5,5,0,1356.12218
38,0,1,0,1,1,1,1,0,0,1,0,12,3,0,1,0,8461.79,1,0,0,1,0,0,0,0,220.1149,1,0,0,6,8.458739,0,0,1,0,0,0,20935,0,1,1,1,1,0,0,0,10.72393,3,4,4,0,1934.182617
48,1,0,0,3,0,2,0,0,1,3,1,9,3,1,0,0,45688.19,0,0,1,0,0,0,1,0,117.5152,0,1,1,3,8.940009,0,0,0,1,0,1,446,0,4,3,0,0,0,0,0,11.43916,3,3,3,0,1286.132827
52,1,0,0,0,0,0,1,0,0,4,1,14,5,1,0,0,22602.97,0,1,0,0,0,1,0,0,220.1323,0,0,0,3,8.861872,1,1,0,0,0,1,1468,0,4,5,1,1,0,0,0,60.29534,3,4,5,0,5471.917998
25,0,1,0,2,1,1,1,0,0,2,1,12,2,1,0,0,18402.27,0,0,1,1,0,0,0,0,212.669463,0,1,1,3,5.236234219,1,1,0,0,0,1,1301,1,4,3,1,1,0,0,0,4.991605214,3,2,4,0,1259.735294
49,0,0,1,1,0,1,1,0,0,4,0,9,3,1,0,0,27784.38,1,0,0,0,0,0,0,1,222.6326,1,0,1,5,11.03858,0,0,0,1,0,0,158,0,3,2,1,1,0,0,0,58.46636,3,4,4,2,5838.178564
29,0,0,1,0,0,2,0,1,0,3,0,14,2,1,0,0,21616.35,0,1,0,0,0,0,0,1,217.470195,1,1,1,6,14.37269379,0,0,0,1,0,1,27073,0,1,3,1,0,0,0,1,9.44860885,3,4,5,0,1243.779967
88,0,1,0,2,0,1,1,0,0,5,0,18,4,0,1,0,23239.53,0,1,0,0,0,0,0,1,169.9447,1,0,0,3,7.898726,1,0,0,0,1,0,332,0,4,4,0,1,0,0,0,62.30113,5,3,4,0,5352.201748
80,0,1,0,9,0,3,0,0,1,4,0,13,3,0,1,0,6548.73,0,1,0,0,1,0,0,0,167.4564,1,1,0,2,8.870546,0,0,0,0,1,1,2101,1,4,3,0,0,0,1,0,16.93921,4,3,3,1,1810.474782
88,0,1,0,0,0,2,1,0,0,1,0,11,3,0,1,0,35311.08,0,1,0,1,0,0,0,0,184.9647,0,1,1,5,11.88241,0,0,0,0,1,1,7379,0,3,5,1,0,0,0,1,1.73409,2,5,3,1,428.5644943
88,0,1,0,1,0,2,1,0,0,3,1,16,3,0,1,0,22324.49,0,1,0,1,0,0,0,0,184.9785,0,1,1,5,9.576327,0,0,0,1,0,1,315,0,2,2,1,0,0,0,0,60.18256,3,2,2,1,5329.313105
44,0,0,1,3,0,0,1,0,0,2,0,9,3,1,0,0,48375.59,0,1,0,0,0,0,1,0,252.624,1,0,0,3,9.696499,1,0,1,0,0,1,16249,0,4,3,1,1,0,0,1,71.04194,1,2,3,0,6462.182186
50,0,0,1,1,0,1,0,1,0,4,1,16,1,0,1,0,120286.2,1,0,0,1,0,0,0,0,184.9634,1,1,0,4,9.083996,0,1,0,0,0,1,27367,0,4,4,0,1,0,0,0,2.159586,2,3,2,1,1110.767158
62,0,0,1,0,0,3,1,0,0,3,1,12,2,1,0,0,5629.62,0,1,0,0,0,0,0,1,127.4958,0,0,1,3,8.395973,0,0,0,0,1,1,201,1,5,1,0,0,0,0,0,67.9048,1,2,2,0,5680.56077
54,1,0,0,1,0,1,1,0,0,4,1,8,4,1,0,0,60703.43,1,0,0,0,0,0,0,1,164.9853,1,0,1,5,10.7128,0,0,1,0,0,1,794,0,4,3,0,1,0,0,0,51.47333,4,3,5,0,5072.473187
32,0,0,1,4,1,0,1,0,0,2,1,12,3,0,1,0,52866.31,0,1,0,0,0,0,1,0,277.6513,1,1,1,4,10.19732,1,0,0,0,1,1,2144,1,3,1,1,1,1,1,0,4.581601,3,3,2,0,1383.764044
87,1,0,0,0,0,3,1,0,0,4,0,14,4,0,1,0,18914.81,1,0,0,0,1,0,0,0,127.4783,1,0,1,3,9.22053,1,0,1,0,0,1,8112,1,3,4,0,0,0,0,0,18.47356,5,3,4,1,2030.890872
73,0,1,0,3,0,0,0,0,1,3,1,16,2,1,0,0,60432.79,1,0,0,0,0,1,0,0,117.4872,0,0,0,6,10.72004,0,0,0,0,1,1,5555,0,1,3,0,0,0,0,1,13.31739,2,3,3,0,1606.689609
80,0,0,1,2,0,1,0,1,0,4,1,13,4,0,1,0,91629.36,1,0,0,0,0,1,0,0,164.9785,0,1,1,3,6.008386,1,1,0,0,0,1,42614,1,4,3,1,0,1,0,0,57.0815,3,3,3,0,5545.726878
40,1,0,0,0,0,0,0,1,0,2,0,15,2,0,1,0,38077.09,0,0,1,0,0,1,0,0,197.6288,0,1,0,4,12.63262,0,0,1,0,0,0,3522,1,4,2,1,1,0,1,0,69.14122,3,3,3,0,6291.972267
33,0,1,0,0,0,1,1,0,0,3,0,11,5,1,0,0,47612.31,0,0,1,0,0,1,0,0,159.9642,1,1,0,3,13.58454,0,1,0,0,0,0,2082,0,4,3,0,1,1,0,0,63.63151,4,4,3,0,5626.901599
22,0,0,1,1,0,4,0,0,1,1,1,10,2,0,1,0,10588.62,0,1,0,0,0,0,1,0,257.6549,0,1,1,5,10.43871,0,0,1,0,0,1,885,1,2,2,1,1,1,0,1,64.64639,1,2,2,0,6178.148263
44,1,0,0,1,0,1,1,0,0,5,1,7,2,0,1,0,59317.06,0,1,0,1,0,0,0,0,159.965,0,0,0,4,12.88774,0,0,0,1,0,0,33442,0,4,5,1,0,0,0,0,63.93531,3,5,5,0,5611.872408
35,1,0,0,1,0,1,1,0,0,4,0,10,3,1,0,0,20318.27,0,1,0,0,1,0,0,0,112.4551,0,0,0,5,4.533903,1,0,1,0,0,1,203,1,2,3,0,0,1,0,0,7.116216,3,2,3,1,658.6339621
89,0,1,0,1,0,1,0,1,0,4,1,17,4,1,0,0,34596.24,0,0,1,1,0,0,0,0,117.4858,0,0,0,4,11.41416,1,0,1,0,0,0,3340,1,4,5,0,1,0,0,0,66.75755,3,2,4,1,5649.428932
57,0,1,0,1,0,3,0,0,1,3,1,13,2,1,0,0,82645.48,1,0,0,0,0,1,0,0,222.6281,0,1,0,5,11.71395,1,0,0,1,0,1,12,1,3,3,1,1,1,0,0,60.45679,4,4,4,1,6007.023157
68,1,0,0,2,0,0,0,0,1,3,1,10,5,1,0,0,23670.0,1,0,0,1,0,0,0,0,139.983,0,1,0,2,9.303023,1,1,0,0,0,1,39731,0,4,5,0,0,0,1,1,64.12634,5,5,5,0,5849.463694
86,0,0,1,1,0,2,0,1,0,3,1,13,3,1,0,0,41467.24,0,1,0,0,1,0,0,0,182.497,1,1,1,4,5.287302,0,0,1,0,0,1,219,1,4,3,0,0,1,0,0,9.621889,3,3,3,0,1023.023077
32,0,0,1,3,0,1,0,0,1,3,0,11,3,1,0,0,23379.71,0,1,0,1,0,0,0,0,204.961033,1,1,1,5,5.730187669,0,0,1,0,0,1,76,1,2,3,1,0,0,0,0,9.676963031,4,4,4,0,1340.685724
87,0,1,0,3,1,1,0,1,0,4,1,14,4,1,0,0,11565.2,0,0,1,0,0,0,1,0,245.174977,1,1,1,1,10.35922638,1,0,0,1,0,1,6289,0,6,6,1,1,1,0,0,2.288223389,5,4,4,0,937.6860638
76,0,1,0,8,0,0,1,0,0,4,1,8,6,0,1,0,30434.99,0,1,0,0,1,0,0,0,127.495766,0,0,1,3,11.30992672,1,0,0,0,1,1,39,0,2,3,0,0,0,0,0,15.02077659,5,4,5,1,1630.020341
69,0,0,1,0,0,1,0,0,1,3,0,11,4,0,1,0,20507.78,0,1,0,1,0,0,0,0,149.9483,0,0,0,4,11.76257,1,0,0,0,1,1,916,1,3,4,0,1,0,0,1,67.25763,4,4,3,0,5691.423795
33,0,1,0,3,0,2,1,0,0,1,0,14,4,1,0,0,27751.19,0,0,1,1,0,0,0,0,169.9671,1,1,0,4,11.38655,1,0,0,1,0,1,203,1,2,4,1,0,1,0,0,55.28091,3,2,3,0,4998.892491
34,0,1,0,2,1,0,1,0,0,2,1,13,3,1,0,0,32331.8,0,1,0,0,0,1,0,0,182.4608,0,1,0,5,8.532065,0,0,0,1,0,0,21589,1,3,3,1,0,0,0,0,2.246214,5,4,4,0,632.4760401
53,1,0,0,1,0,0,0,1,0,3,0,8,4,0,0,1,6148.24,0,1,0,1,0,0,0,0,147.4783,1,0,1,2,11.49056,0,0,0,0,1,1,1284,1,3,4,0,0,0,0,0,53.94013,4,4,4,1,4579.594851
77,0,1,0,0,0,0,0,0,1,3,0,16,3,0,1,0,6407.88,0,0,1,0,1,0,0,0,107.4806,0,0,1,5,8.202833,0,0,1,0,0,1,3708,1,2,3,0,1,0,0,0,6.093746,4,5,4,0,724.4378895
30,1,0,0,1,0,1,0,1,0,3,1,13,4,1,0,0,19863.77,0,1,0,0,0,0,0,1,137.4872,0,0,0,5,5.715477,0,0,1,0,0,1,484,1,3,3,0,0,1,0,1,65.06381,3,4,4,0,5512.596647
25,0,1,0,6,1,1,0,0,1,4,1,13,3,1,0,0,19476.27,0,0,1,0,0,0,0,1,200.165175,0,0,0,5,10.91642397,0,0,0,0,1,1,32653,0,2,4,1,1,0,1,1,10.87555535,2,3,2,0,1700.121992
30,1,0,0,0,0,0,0,0,1,3,1,16,4,0,1,0,12429.48,1,0,0,0,1,0,0,0,152.4742,0,0,0,4,11.81668,1,0,1,0,0,0,54829,1,5,3,1,0,0,0,1,6.645141,2,3,2,2,1350.573202
28,0,1,0,6,0,0,1,0,0,3,1,12,5,1,0,0,7736.99,0,1,0,0,0,0,0,1,245.1457,0,1,1,3,10.94689,0,1,0,0,0,1,631,1,4,3,1,1,0,0,0,60.96581,5,3,3,0,5959.443865
51,0,0,1,1,0,0,1,0,0,4,0,18,3,1,0,0,78311.31,1,0,0,0,1,0,0,0,117.4392,0,0,0,5,15.72132,1,0,0,1,0,1,7762,1,4,4,0,1,0,0,0,66.99471,4,4,4,1,6121.797944
69,0,1,0,0,0,1,1,0,0,3,0,17,3,1,0,0,16066.46,1,0,0,0,0,0,0,1,117.4392,0,0,0,2,10.20766,1,0,0,1,0,1,32211,0,5,4,0,1,1,0,0,15.65432,2,2,3,0,1825.27674
89,1,0,0,2,0,1,0,0,1,5,1,14,5,1,0,0,22097.72,0,1,0,0,0,0,1,0,172.4742,0,0,0,4,12.82879,1,0,0,0,1,1,16591,1,2,4,1,0,0,0,1,66.91884,4,4,5,0,5661.61911
45,1,0,0,3,0,1,1,0,0,2,1,10,2,1,0,0,27165.73,1,0,0,0,0,1,0,0,162.4608,0,1,0,4,10.67876,1,0,1,0,0,0,5089,0,2,2,1,0,1,0,0,71.11137,2,2,3,1,6683.352536
88,0,1,0,3,1,2,1,0,0,3,1,12,4,1,0,0,1404.19,0,0,1,0,0,0,0,1,187.656,0,0,0,2,4.973597,1,1,0,0,0,1,12530,0,4,4,1,1,0,1,0,12.64925,3,3,2,0,1542.223736
54,1,0,0,0,0,1,1,0,0,4,1,7,2,0,1,0,38613.42,0,1,0,1,0,0,0,0,179.9794,1,1,0,2,12.62845,1,0,1,0,0,1,4852,0,7,3,0,0,0,0,0,55.3519,3,3,2,1,4851.255631
60,0,0,1,2,1,1,1,0,0,5,0,14,2,0,1,0,53710.84,0,0,1,0,0,0,1,0,149.9776,1,0,0,4,8.620735,1,0,0,1,0,0,253,0,4,4,0,1,0,0,1,7.556151,5,6,4,0,962.6412103
74,0,1,0,1,0,0,0,1,0,2,0,14,3,1,0,0,29305.13,0,0,1,0,0,0,0,1,127.5112,1,0,1,2,11.25577,0,0,0,1,0,1,148,0,4,4,0,0,0,0,1,69.46803,2,3,3,0,5791.217393
83,0,1,0,1,1,0,1,0,0,3,0,8,2,0,0,1,8497.8,1,0,0,0,0,0,1,0,172.440432,1,1,0,4,10.34957334,0,1,0,0,0,1,1869,1,2,3,0,1,0,0,0,4.241019424,2,4,3,1,1001.860025
27,0,0,1,0,0,2,0,0,1,3,0,11,4,0,1,0,70082.37,0,0,1,0,0,0,1,0,139.9678,0,1,0,3,6.41607,1,0,0,1,0,1,18914,1,4,3,0,1,1,0,1,71.12356,3,4,4,0,6239.882195
34,0,0,1,0,0,4,0,0,1,4,1,8,3,0,1,0,7326.3,1,0,0,0,0,0,0,1,142.471255,0,0,0,1,9.24582929,1,1,0,0,0,1,6610,0,5,4,0,1,0,0,1,4.861047755,3,3,3,1,1192.174805
51,0,1,0,0,0,2,1,0,0,4,1,16,5,1,0,0,35194.3,0,1,0,0,0,0,1,0,149.9621,0,0,0,4,13.15165,0,0,0,1,0,1,296,1,4,3,0,1,0,0,0,11.30633,4,3,3,0,1199.678982
26,0,0,1,0,0,0,1,0,0,4,1,6,3,1,0,0,33602.96,0,0,1,0,0,1,0,0,194.999168,1,1,0,3,5.439572058,1,0,1,0,0,1,830,1,4,5,1,0,0,0,1,13.04114417,3,5,4,0,1557.923129
63,1,0,0,0,0,0,1,0,0,3,0,16,3,1,0,0,88741.41,0,0,1,0,1,0,0,0,127.475,0,0,0,4,13.70652,1,0,1,0,0,1,624,0,3,4,1,0,1,0,1,4.422442,5,5,5,1,479.3287784
56,1,0,0,2,0,3,1,0,0,4,0,16,3,0,1,0,56131.21,1,0,0,0,0,1,0,0,172.456745,1,0,0,4,10.14030426,1,0,0,1,0,1,242,1,2,3,1,0,0,0,1,10.81997919,4,3,4,1,1655.780173
46,0,1,0,5,0,1,1,0,0,3,1,9,3,0,1,0,59865.13,1,0,0,0,0,1,0,0,154.9919,0,0,1,4,13.44264,0,0,1,0,0,1,49630,0,3,3,1,0,1,1,1,58.43007,3,3,2,1,5770.387227
79,0,0,1,1,0,1,1,0,0,2,1,16,4,1,0,0,22192.77,1,0,0,0,0,0,0,1,139.983,0,1,0,6,9.432528,0,0,0,1,0,1,796,1,1,1,0,0,0,0,1,70.11749,4,4,4,0,6273.515792
19,0,0,1,1,0,0,0,1,0,4,0,10,3,1,0,0,15332.39,0,1,0,0,0,1,0,0,252.624,1,0,0,2,11.04764,1,0,0,0,1,1,2088,1,2,5,1,1,0,0,1,54.98522,4,4,5,2,5166.92619
77,0,0,1,2,0,1,0,0,1,3,1,16,4,1,0,0,12645.73,1,0,0,0,0,1,0,0,197.4725,1,1,0,3,14.0785,0,1,0,0,0,1,923,1,4,3,0,1,0,0,1,70.09511,3,3,3,0,6576.787992
83,0,1,0,1,0,2,0,0,1,4,0,14,5,0,1,0,12860.97,0,0,1,0,0,1,0,0,220.1478,1,0,0,5,9.250737,0,0,1,0,0,1,751,0,5,3,1,1,1,0,1,70.39347,5,4,4,0,6266.666067
26,0,1,0,4,0,1,0,0,1,5,0,13,3,0,1,0,21393.98,1,0,0,0,0,1,0,0,154.961766,0,1,1,3,13.62442766,0,1,0,0,0,1,26679,0,5,3,0,1,0,0,1,21.77701838,4,4,4,0,2811.648182
38,0,0,1,0,0,1,0,0,1,2,1,9,3,1,0,0,20219.9,1,0,0,1,0,0,0,0,235.1372,0,1,0,3,11.86714,0,0,0,1,0,1,846,0,4,2,1,1,0,0,1,53.33926,4,4,4,0,5459.660641
52,1,0,0,2,0,2,0,0,1,3,1,10,4,0,1,0,5663.69,0,1,0,0,0,0,0,1,207.4811,1,1,1,2,12.75335,0,0,0,1,0,1,2060,1,3,4,0,1,1,1,0,71.59806,3,2,2,0,6486.342263
66,1,0,0,0,0,0,0,1,0,3,0,8,5,0,1,0,26992.77,0,0,1,0,0,0,1,0,137.4978,1,1,1,2,6.093773,0,0,0,0,1,1,8834,1,5,3,0,0,1,0,0,61.99036,3,3,2,2,5345.910452
62,1,0,0,1,1,1,1,0,0,3,0,8,3,0,1,0,38302.75,1,0,0,1,0,0,0,0,142.4526,0,1,1,3,13.2422,1,1,0,0,0,1,2028,1,3,2,0,1,0,0,0,12.31839,4,3,4,1,1821.920781
48,0,0,1,2,0,1,1,0,0,3,1,12,5,1,0,0,39445.97,1,0,0,0,0,0,0,1,142.4713,0,0,0,3,10.97816,1,1,0,0,0,1,1144,0,4,5,0,1,0,1,1,57.49365,6,4,5,0,5473.390798
24,0,0,1,3,0,1,1,0,0,3,1,9,4,1,0,0,69237.04,1,0,0,0,0,0,0,1,129.9621,0,0,0,4,1.556784,1,1,0,0,0,1,1478,0,5,3,0,1,0,1,0,7.994351,2,3,1,2,1522.674203
24,0,0,1,0,1,1,1,0,0,4,1,14,3,0,1,0,48314.4,0,1,0,0,0,0,1,0,287.642733,1,1,0,4,11.2714618,0,0,1,0,0,1,5981,1,5,4,1,1,1,0,1,11.45675389,2,2,2,0,1779.309609
49,0,1,0,4,1,0,1,0,0,6,1,13,4,0,1,0,14759.93,1,0,0,0,1,0,0,0,162.4608,0,1,0,2,7.255201,1,0,0,1,0,1,44239,1,3,3,1,0,0,0,0,4.860179,5,4,4,0,1354.828783
45,1,0,0,1,0,1,1,0,0,4,0,13,4,0,0,1,33809.72,0,0,1,0,0,1,0,0,127.458638,0,1,0,2,3.908365171,1,0,0,1,0,1,26607,0,5,5,0,1,1,0,0,29.10639477,3,4,3,1,2678.418264
85,0,0,1,4,0,2,0,1,0,4,0,14,4,0,1,0,70023.28,0,0,1,0,0,0,0,1,207.638588,1,0,0,3,7.846521648,1,0,0,0,1,1,34460,1,4,4,1,1,0,0,0,6.10108047,3,5,4,0,1080.159892
72,0,0,1,0,0,1,1,0,0,4,0,6,1,1,0,0,26759.06,1,0,0,0,0,1,0,0,142.452604,0,1,1,3,6.612802087,1,0,1,0,0,1,57800,0,5,3,0,1,1,0,0,9.38354759,3,3,4,0,1470.820856
39,1,0,0,4,1,0,1,0,0,4,1,13,4,0,1,0,21128.1,0,1,0,0,0,0,1,0,222.649979,0,0,1,3,10.28840622,1,0,0,1,0,1,1909,1,4,4,1,1,0,0,0,27.46106977,5,4,5,0,3069.566918
52,0,1,0,1,1,1,0,1,0,4,0,9,3,1,0,0,7321.37,1,0,0,1,0,0,0,0,222.6326,1,0,1,3,8.805561,1,0,1,0,0,1,43881,0,4,2,1,1,1,0,0,12.09638,3,2,2,0,2028.886621
65,1,0,0,1,1,2,1,0,0,5,0,14,5,0,1,0,20872.03,0,1,0,0,0,0,1,0,207.609354,0,0,0,3,6.672058888,1,1,0,0,0,1,4621,1,4,3,1,1,1,0,0,9.273178876,4,5,3,0,1241.342647
77,0,0,1,2,0,1,1,0,0,4,0,9,2,1,0,0,25195.32,0,1,0,0,0,1,0,0,147.4601,0,1,0,3,11.33011,1,0,0,0,1,1,1195,0,5,4,0,0,1,0,1,50.11484,4,1,4,0,4173.243596
32,0,1,0,4,0,0,0,1,0,4,0,12,6,1,0,0,42635.51,1,0,0,0,0,0,0,1,187.6094,0,0,0,3,7.974716,0,0,0,1,0,1,796,0,3,5,1,1,0,0,0,41.6814,5,3,4,1,4463.792034
